invoice,group_itemDescription
3986_082014,"{'sugary', 'other item'}"
3986_112015,"{'dairy', 'fruit'}"
3987_062015,"{'meats', 'fruit', 'grains', 'other item'}"
3987_082014,"{'meats', 'dairy'}"
3987_082015,"{'vegetables', 'milk', 'other foods'}"
3989_042014,"{'seasoning', 'other foods'}"
3989_092014,"{'meats', 'vegetables'}"
3989_102014,"{'meats', 'other item'}"
3990_052014,"{'dairy', 'other foods'}"
3991_032014,"{'others', 'other foods'}"
3992_112014,"{'dairy', 'milk'}"
3992_122014,{'sugary'}
3993_022015,"{'juice', 'milk', 'other item'}"
3994_022014,"{'dairy', 'vegetables'}"
3995_062015,"{'energy drinks', 'vegetables', 'fruit', 'grains'}"
3996_052014,"{'energy drinks', 'milk'}"
3996_082015,"{'meats', 'vegetables'}"
3996_112014,"{'fruit', 'other item'}"
3997_072015,"{'dairy', 'water', 'seasoning'}"
3997_092015,"{'meats', 'seasoning'}"
3997_112014,"{'dairy', 'alcohol', 'milk'}"
3997_122015,"{'meats', 'alcohol'}"
3998_012015,"{'vegetables', 'fruit'}"
3998_032015,"{'dairy', 'vegetables', 'other item'}"
3998_082014,"{'grains', 'sugary', 'other foods'}"
3998_102014,"{'cosmetics', 'meats', 'vegetables'}"
3998_112014,"{'dairy', 'vegetables'}"
3998_122015,"{'meats', 'fruit', 'other foods'}"
3999_042015,"{'meats', 'dairy', 'vegetables', 'other foods'}"
3999_052015,"{'juice', 'sugary'}"
3999_062015,"{'dairy', 'milk'}"
3999_112015,"{'meats', 'sugary', 'other item', 'other foods'}"
4001_032015,"{'dairy', 'sugary'}"
4001_062015,"{'energy drinks', 'fruit', 'other foods'}"
4001_112014,"{'energy drinks', 'sugary'}"
4002_012014,"{'seasoning', 'other foods'}"
4002_032015,"{'fruit', 'milk', 'seasoning'}"
4002_042015,"{'meats', 'alcohol'}"
4002_082014,"{'meats', 'dairy', 'milk'}"
4002_082015,"{'alcohol', 'milk'}"
4003_112014,"{'meats', 'dairy', 'alcohol'}"
4003_112015,"{'vegetables', 'milk'}"
4003_122014,"{'chemistry products', 'bags'}"
4003_122015,"{'meats', 'fruit'}"
4004_042015,"{'energy drinks', 'fruit'}"
4004_102015,"{'energy drinks', 'vegetables', 'grains', 'meats', 'fruit'}"
4005_052014,"{'others', 'seasoning', 'other item'}"
4006_022015,"{'alcohol', 'others', 'bags'}"
4006_062015,"{'meats', 'vegetables', 'others'}"
4006_112014,"{'others', 'pet care'}"
4006_122015,"{'energy drinks', 'vegetables', 'dairy', 'other foods'}"
4007_032015,"{'dairy', 'fruit', 'water'}"
4007_052014,"{'dairy', 'alcohol', 'sugary', 'seasoning'}"
4007_092014,"{'alcohol', 'sugary'}"
4007_122015,"{'fruit', 'grains'}"
4008_042015,"{'fruit', 'seasoning'}"
4008_052015,"{'meats', 'vegetables', 'other foods'}"
4008_102014,"{'vegetables', 'bags'}"
4008_122014,"{'meats', 'fruit'}"
4009_022014,"{'dairy', 'vegetables'}"
4009_072015,"{'others', 'house facilities', 'dairy', 'fruit', 'milk'}"
4009_092014,"{'meats', 'milk'}"
4009_122014,"{'dairy', 'energy drinks'}"
4010_112014,"{'dairy', 'vegetables'}"
4010_122015,"{'meats', 'dairy', 'grains', 'other item'}"
4011_082014,"{'vegetables', 'other item'}"
4012_042015,"{'dairy', 'grains', 'sugary', 'other foods'}"
4012_052015,"{'vegetables', 'other foods', 'other item', 'meats', 'dairy', 'milk'}"
4012_102014,"{'dairy', 'alcohol'}"
4013_032015,"{'meats', 'vegetables', 'alcohol'}"
4013_042014,"{'dairy', 'alcohol'}"
4013_072014,"{'dairy', 'fruit'}"
4013_122014,"{'vegetables', 'sugary'}"
4014_012014,"{'energy drinks', 'bags'}"
4014_052014,"{'dairy', 'alcohol'}"
4014_072014,"{'vegetables', 'fruit'}"
4014_112015,"{'energy drinks', 'fruit'}"
4015_022014,"{'bags', 'alcohol', 'other item'}"
4015_022015,"{'dairy', 'vegetables', 'seasoning'}"
4015_032015,"{'grains', 'fruit', 'vegetables'}"
4015_102014,"{'grains', 'milk'}"
4015_102015,"{'dairy', 'milk'}"
4015_122014,"{'meats', 'dairy'}"
4016_042015,"{'meats', 'dairy'}"
4016_072014,"{'energy drinks', 'grains', 'sugary', 'milk'}"
4017_042015,"{'dairy', 'alcohol'}"
4017_082014,{'energy drinks'}
4017_082015,{'meats'}
4017_112015,"{'meats', 'dairy'}"
4018_022014,"{'grains', 'dairy', 'others', 'other foods'}"
4018_042015,"{'meats', 'milk'}"
4018_092014,"{'meats', 'vegetables'}"
4018_102014,"{'water', 'cosmetics', 'sugary'}"
4018_112014,"{'energy drinks', 'others'}"
4018_112015,{'dairy'}
4019_032015,"{'fruit', 'seasoning'}"
4019_052014,"{'water', 'sugary'}"
4019_052015,"{'meats', 'grains'}"
4019_062015,"{'meats', 'dairy'}"
4019_072015,"{'other foods', 'other item'}"
4019_082015,"{'milk', 'seasoning'}"
4019_102014,"{'dairy', 'vegetables', 'other drinks', 'alcohol'}"
4020_012014,"{'vegetables', 'milk'}"
4020_112015,"{'dairy', 'alcohol', 'others'}"
4021_042014,{'others'}
4021_092014,"{'dairy', 'vegetables'}"
4021_102014,"{'dairy', 'vegetables'}"
4022_042015,"{'meats', 'energy drinks', 'seasoning'}"
4022_072015,"{'meats', 'dairy'}"
4022_102014,"{'milk', 'other item'}"
4023_012015,"{'energy drinks', 'sugary'}"
4024_032014,"{'grains', 'milk'}"
4024_102014,"{'dairy', 'vegetables'}"
4024_102015,"{'meats', 'vegetables', 'other foods'}"
4024_112014,"{'meats', 'dairy', 'alcohol', 'pet care'}"
4024_112015,"{'fruit', 'sugary'}"
4025_032014,"{'vegetables', 'milk'}"
4025_042015,"{'energy drinks', 'vegetables', 'grains', 'cosmetics', 'dairy', 'fruit', 'bags'}"
4025_102014,"{'meats', 'dairy'}"
4027_062015,"{'fruit', 'other foods'}"
4027_122015,"{'energy drinks', 'other foods'}"
4028_042014,"{'fruit', 'alcohol'}"
4028_082015,"{'meats', 'grains', 'vegetables', 'others'}"
4028_102014,"{'vegetables', 'grains'}"
4028_122014,"{'energy drinks', 'other foods'}"
4029_102014,{'energy drinks'}
4030_042015,"{'grains', 'sugary', 'alcohol', 'other foods', 'juice', 'meats', 'fruit'}"
4030_052014,"{'dairy', 'vegetables', 'grains', 'other foods'}"
4030_082015,"{'dairy', 'grains', 'seasoning'}"
4030_122015,"{'fruit', 'vegetables', 'water'}"
4031_012015,{'vegetables'}
4031_032015,"{'meats', 'energy drinks', 'vegetables'}"
4031_102015,"{'meats', 'energy drinks'}"
4032_072014,{'vegetables'}
4032_102015,"{'meats', 'vegetables'}"
4033_022014,"{'grains', 'other foods'}"
4033_032014,"{'dairy', 'vegetables'}"
4033_062015,"{'meats', 'vegetables'}"
4034_082014,"{'fruit', 'sugary'}"
4034_082015,"{'meats', 'milk'}"
4034_112015,"{'milk', 'other item'}"
4035_032015,"{'meats', 'vegetables', 'milk', 'other foods'}"
4035_072014,"{'dairy', 'seasoning'}"
4035_072015,"{'dairy', 'sugary'}"
4035_122015,"{'meats', 'alcohol', 'seasoning'}"
4036_012014,"{'other foods', 'pet care'}"
4036_032014,"{'dairy', 'grains'}"
4036_052015,"{'fruit', 'milk'}"
4036_062014,"{'sugary', 'alcohol', 'other foods', 'cosmetics', 'other item'}"
4037_052014,"{'other drinks', 'other item'}"
4037_092015,"{'meats', 'energy drinks', 'sugary'}"
4037_122014,"{'grains', 'sugary'}"
4037_122015,"{'fruit', 'vegetables'}"
4038_062014,"{'dairy', 'alcohol'}"
4038_062015,"{'vegetables', 'grains', 'water', 'dairy', 'fruit', 'other drinks'}"
4038_082015,"{'alcohol', 'other foods', 'meats', 'fruit', 'others'}"
4039_012015,"{'fruit', 'seasoning'}"
4039_042014,"{'milk', 'other drinks'}"
4039_052014,"{'meats', 'cosmetics'}"
4039_122015,"{'vegetables', 'grains', 'water', 'alcohol', 'milk'}"
4040_032015,"{'meats', 'dairy', 'fruit', 'milk'}"
4040_062014,"{'dairy', 'cosmetics'}"
4040_112014,"{'other item', 'sugary', 'seasoning', 'other foods'}"
4041_042014,"{'meats', 'grains'}"
4041_072015,"{'dairy', 'fruit', 'milk', 'other item'}"
4041_102015,"{'energy drinks', 'vegetables', 'alcohol'}"
4042_012014,"{'vegetables', 'other foods'}"
4042_042015,"{'dairy', 'fruit'}"
4042_072014,"{'fruit', 'alcohol', 'sugary', 'other item'}"
4042_082015,"{'vegetables', 'alcohol', 'other foods', 'meats', 'other drinks'}"
4042_122015,"{'meats', 'energy drinks'}"
4043_012015,"{'meats', 'vegetables'}"
4044_012015,{'meats'}
4044_062014,"{'energy drinks', 'vegetables'}"
4044_082014,"{'dairy', 'grains'}"
4044_082015,"{'others', 'other foods'}"
4045_022014,"{'fruit', 'other item'}"
4045_072014,"{'energy drinks', 'fruit', 'grains', 'other foods'}"
4045_112014,"{'grains', 'other drinks'}"
4045_122015,"{'milk', 'water'}"
4046_032014,"{'fruit', 'bags'}"
4046_062014,"{'meats', 'dairy'}"
4046_112014,"{'fruit', 'other item', 'other foods'}"
4046_122014,"{'vegetables', 'grains'}"
4047_042014,"{'dairy', 'bags'}"
4047_062015,"{'dairy', 'other drinks'}"
4048_032014,"{'sugary', 'other foods'}"
4048_082015,"{'other foods', 'vegetables', 'other item'}"
4048_122014,"{'juice', 'sugary', 'other item'}"
4049_012015,"{'grains', 'sugary', 'meats', 'dairy', 'fruit', 'milk'}"
4049_062014,"{'meats', 'other drinks'}"
4049_122014,"{'meats', 'others'}"
4050_062015,"{'meats', 'dairy', 'other foods'}"
4050_072014,"{'dairy', 'milk', 'other foods'}"
4050_092014,"{'milk', 'other item'}"
4051_012015,"{'milk', 'others'}"
4051_122014,"{'grains', 'water'}"
4052_042015,"{'bags', 'alcohol', 'milk'}"
4052_052014,"{'vegetables', 'milk'}"
4053_032015,"{'seasoning', 'alcohol', 'meats', 'chemistry products', 'milk'}"
4054_052014,"{'dairy', 'others', 'other foods'}"
4054_062015,"{'milk', 'other item'}"
4055_032014,"{'energy drinks', 'fruit', 'pet care'}"
4056_032014,"{'energy drinks', 'other foods'}"
4056_062014,"{'dairy', 'other item'}"
4056_082015,"{'seasoning', 'other foods'}"
4056_102014,"{'fruit', 'other foods'}"
4056_102015,"{'fruit', 'vegetables'}"
4056_122015,"{'energy drinks', 'sugary', 'alcohol', 'meats', 'dairy'}"
4058_072014,"{'fruit', 'milk', 'other foods'}"
4058_122014,"{'dairy', 'milk'}"
4058_122015,"{'dairy', 'other foods'}"
4059_052015,"{'meats', 'milk'}"
4059_062014,"{'milk', 'water'}"
4059_072015,"{'meats', 'dairy', 'other foods'}"
4060_012014,"{'vegetables', 'others', 'other foods'}"
4060_112014,"{'fruit', 'other item'}"
4060_112015,"{'alcohol', 'sugary'}"
4061_032014,"{'alcohol', 'milk'}"
4061_042014,"{'vegetables', 'house facilities'}"
4061_092015,"{'energy drinks', 'fruit'}"
4062_112014,"{'dairy', 'seasoning'}"
4063_072015,"{'energy drinks', 'grains', 'seasoning', 'meats', 'milk'}"
4063_122015,"{'meats', 'grains', 'water'}"
4064_052015,{'meats'}
4064_092015,"{'fruit', 'milk'}"
4064_102015,"{'energy drinks', 'fruit'}"
4065_012014,{'grains'}
4065_052015,"{'alcohol', 'bags'}"
4065_062014,"{'alcohol', 'other foods'}"
4065_072015,"{'vegetables', 'grains', 'other item'}"
4065_112015,"{'vegetables', 'other foods'}"
4065_122014,"{'grains', 'water'}"
4066_012014,"{'juice', 'meats', 'dairy', 'sugary'}"
4066_022014,{'milk'}
4066_072014,"{'fruit', 'grains'}"
4067_012014,"{'milk', 'sugary'}"
4067_042014,"{'fruit', 'milk'}"
4067_102015,"{'grains', 'other foods'}"
4068_062014,"{'vegetables', 'alcohol'}"
4068_102015,"{'meats', 'dairy'}"
4068_112015,"{'sugary', 'alcohol', 'dairy', 'fruit', 'others', 'chemistry products'}"
4069_032015,"{'energy drinks', 'vegetables', 'grains', 'other item', 'meats', 'others'}"
4069_042014,"{'grains', 'seasoning'}"
4069_102014,"{'vegetables', 'other foods'}"
4070_052014,"{'milk', 'sugary'}"
4070_072015,"{'meats', 'vegetables'}"
4070_082014,"{'dairy', 'sugary'}"
4071_062014,"{'sugary', 'bags'}"
4071_092015,"{'meats', 'energy drinks'}"
4071_102015,"{'dairy', 'vegetables', 'others'}"
4071_122014,"{'vegetables', 'other drinks'}"
4072_082015,"{'meats', 'alcohol'}"
4073_012014,"{'fruit', 'milk'}"
4073_012015,"{'fruit', 'sugary'}"
4073_022015,"{'alcohol', 'others', 'other foods', 'other item', 'fruit', 'milk'}"
4073_042014,"{'chemistry products', 'alcohol'}"
4074_052015,"{'meats', 'dairy'}"
4074_102015,"{'milk', 'other foods'}"
4074_112014,"{'seasoning', 'pet care', 'dairy', 'fruit', 'milk'}"
4075_022014,"{'dairy', 'grains'}"
4075_052014,"{'vegetables', 'other foods'}"
4075_052015,"{'meats', 'water'}"
4075_082014,"{'dairy', 'milk'}"
4076_022014,"{'vegetables', 'sugary'}"
4076_052015,"{'meats', 'chemistry products', 'other item'}"
4076_072014,"{'fruit', 'milk'}"
4076_112014,"{'vegetables', 'milk', 'chemistry products', 'other item'}"
4077_012014,"{'energy drinks', 'milk'}"
4077_032015,"{'dairy', 'alcohol', 'grains'}"
4077_042015,"{'fruit', 'vegetables'}"
4077_082014,"{'alcohol', 'other item'}"
4077_092014,"{'meats', 'others'}"
4077_122014,"{'water', 'seasoning'}"
4078_042015,"{'meats', 'fruit', 'sugary', 'bags'}"
4078_062014,"{'energy drinks', 'other foods'}"
4078_092014,"{'dairy', 'fruit'}"
4078_112014,"{'meats', 'dairy'}"
4078_112015,"{'alcohol', 'juice', 'other item', 'meats', 'others'}"
4079_032014,"{'dairy', 'vegetables'}"
4079_082015,"{'meats', 'milk'}"
4079_092015,"{'meats', 'milk'}"
4080_032015,"{'others', 'milk'}"
4080_042014,"{'fruit', 'other foods'}"
4080_092014,"{'milk', 'sugary'}"
4080_102014,"{'alcohol', 'other foods'}"
4081_042014,"{'others', 'sugary'}"
4081_102015,"{'milk', 'other item'}"
4081_112014,"{'fruit', 'other foods'}"
4082_012014,"{'meats', 'dairy'}"
4082_012015,"{'alcohol', 'vegetables', 'milk', 'sugary'}"
4082_032014,{'fruit'}
4082_072014,"{'grains', 'house facilities', 'other foods'}"
4083_082014,"{'others', 'sugary'}"
4084_032015,"{'grains', 'other item'}"
4084_042014,"{'juice', 'other foods', 'other item'}"
4084_092014,"{'dairy', 'water'}"
4084_112014,"{'fruit', 'vegetables'}"
4085_042014,"{'grains', 'water'}"
4085_072014,{'dairy'}
4085_082014,"{'dairy', 'other foods'}"
4085_092015,"{'alcohol', 'others'}"
4086_012014,"{'grains', 'others'}"
4086_062014,"{'vegetables', 'seasoning'}"
4086_082014,"{'grains', 'others'}"
4086_102014,"{'fruit', 'sugary'}"
4086_112014,"{'grains', 'other foods'}"
4087_042014,"{'meats', 'vegetables'}"
4087_082015,"{'meats', 'dairy', 'grains'}"
4088_012015,"{'meats', 'dairy', 'fruit'}"
4088_022014,"{'vegetables', 'other item'}"
4088_052015,"{'dairy', 'chemistry products', 'sugary'}"
4088_092015,"{'vegetables', 'milk'}"
4089_032014,"{'meats', 'water', 'sugary'}"
4089_042015,"{'meats', 'other item'}"
4090_022015,{'dairy'}
4090_032014,"{'sugary', 'bags'}"
4090_092014,"{'dairy', 'others'}"
4091_022015,"{'meats', 'milk'}"
4091_032014,"{'cosmetics', 'pet care', 'other foods'}"
4091_062014,"{'meats', 'dairy', 'vegetables', 'alcohol'}"
4091_082014,"{'dairy', 'other item'}"
4091_122015,"{'dairy', 'grains', 'other foods'}"
4092_032015,"{'milk', 'other item'}"
4092_062014,"{'fruit', 'vegetables'}"
4092_062015,"{'vegetables', 'sugary'}"
4092_092015,"{'meats', 'dairy', 'fruit'}"
4093_082014,"{'fruit', 'grains', 'seasoning'}"
4094_012014,"{'vegetables', 'other foods'}"
4094_032015,"{'meats', 'energy drinks', 'other item'}"
4094_072014,"{'juice', 'dairy', 'vegetables'}"
4094_102014,"{'juice', 'alcohol'}"
4095_012015,"{'dairy', 'vegetables'}"
4095_092015,"{'meats', 'other item'}"
4095_122015,"{'vegetables', 'sugary'}"
4096_042014,"{'meats', 'others'}"
4096_052014,"{'grains', 'other foods'}"
4096_062014,"{'juice', 'dairy', 'other item'}"
4096_062015,"{'meats', 'milk', 'seasoning'}"
4097_032014,"{'energy drinks', 'other item'}"
4097_052014,"{'dairy', 'milk'}"
4097_062014,"{'energy drinks', 'sugary'}"
4097_072014,"{'vegetables', 'milk'}"
4097_112015,"{'vegetables', 'water', 'seasoning', 'cosmetics', 'fruit'}"
4098_022014,"{'dairy', 'vegetables', 'water'}"
4098_062015,"{'meats', 'milk'}"
4098_092015,"{'energy drinks', 'fruit'}"
4098_122014,"{'energy drinks', 'fruit', 'milk'}"
4099_012015,"{'juice', 'alcohol', 'water'}"
4099_052014,"{'vegetables', 'other foods'}"
4100_012015,"{'milk', 'other foods'}"
4100_042014,"{'cosmetics', 'milk'}"
4100_042015,"{'meats', 'grains', 'milk'}"
4101_012015,"{'meats', 'other item'}"
4101_042015,{'alcohol'}
4101_052014,"{'meats', 'other foods'}"
4101_112014,"{'grains', 'other item'}"
4102_032015,"{'alcohol', 'other foods', 'other item', 'meats', 'others'}"
4102_052015,"{'energy drinks', 'other item'}"
4102_072015,"{'meats', 'milk'}"
4102_082015,"{'cosmetics', 'fruit', 'seasoning'}"
4102_092015,"{'meats', 'dairy', 'vegetables', 'sugary'}"
4102_102015,"{'meats', 'fruit'}"
4103_052014,"{'alcohol', 'seasoning'}"
4103_062015,"{'alcohol', 'milk', 'others'}"
4103_072015,"{'meats', 'milk'}"
4103_122014,{'dairy'}
4104_012014,"{'energy drinks', 'alcohol'}"
4104_012015,"{'energy drinks', 'sugary'}"
4104_042014,"{'vegetables', 'water'}"
4104_052014,"{'dairy', 'other foods'}"
4104_072015,"{'vegetables', 'milk', 'seasoning', 'other foods'}"
4104_112015,"{'chemistry products', 'others'}"
4104_122015,"{'meats', 'vegetables'}"
4105_032015,"{'meats', 'dairy', 'milk'}"
4105_052015,"{'meats', 'fruit', 'vegetables', 'other foods'}"
4105_102014,"{'vegetables', 'alcohol'}"
4106_062015,"{'dairy', 'fruit', 'milk'}"
4106_072014,"{'energy drinks', 'fruit', 'water', 'seasoning'}"
4106_082015,"{'other foods', 'vegetables', 'milk', 'other item'}"
4106_092014,{'grains'}
4107_032014,"{'energy drinks', 'other foods'}"
4107_052014,"{'meats', 'grains'}"
4107_052015,"{'meats', 'fruit', 'seasoning', 'other foods'}"
4107_112015,"{'meats', 'fruit', 'sugary', 'pet care'}"
4108_072015,"{'energy drinks', 'vegetables', 'water', 'other item', 'milk'}"
4108_082014,"{'sugary', 'other foods'}"
4108_092014,"{'sugary', 'other foods'}"
4108_092015,"{'meats', 'dairy', 'milk'}"
4108_122015,"{'meats', 'sugary'}"
4109_032014,"{'milk', 'pet care'}"
4109_042014,{'other foods'}
4109_042015,"{'grains', 'fruit', 'alcohol'}"
4109_052014,"{'vegetables', 'other item'}"
4109_082015,"{'fruit', 'vegetables', 'sugary', 'other foods'}"
4110_012014,"{'meats', 'dairy', 'cosmetics', 'grains'}"
4110_032014,"{'meats', 'alcohol', 'other foods'}"
4110_032015,"{'meats', 'energy drinks', 'water'}"
4110_062015,"{'grains', 'others', 'other foods'}"
4110_112015,"{'vegetables', 'milk'}"
4112_022015,"{'dairy', 'fruit', 'alcohol', 'sugary'}"
4112_042014,"{'fruit', 'vegetables'}"
4112_042015,"{'energy drinks', 'water', 'sugary', 'other item', 'fruit'}"
4112_082014,"{'vegetables', 'alcohol', 'water'}"
4112_102014,"{'sugary', 'other foods'}"
4113_032014,"{'energy drinks', 'vegetables', 'milk'}"
4113_042015,"{'milk', 'other foods'}"
4113_072015,"{'fruit', 'alcohol'}"
4113_082015,"{'meats', 'other item'}"
4113_122014,"{'dairy', 'vegetables'}"
4114_032014,"{'dairy', 'vegetables', 'water'}"
4114_052015,"{'juice', 'alcohol'}"
4114_072014,"{'meats', 'other foods'}"
4114_072015,"{'meats', 'house facilities', 'other foods'}"
4115_032015,"{'juice', 'fruit', 'grains', 'other foods'}"
4115_052015,"{'fruit', 'grains'}"
4115_072014,"{'energy drinks', 'bags'}"
4115_082014,"{'dairy', 'vegetables'}"
4116_012015,"{'energy drinks', 'chemistry products', 'grains'}"
4116_052014,"{'grains', 'others'}"
4116_122014,"{'dairy', 'vegetables', 'others'}"
4117_032014,"{'juice', 'dairy', 'milk'}"
4117_042014,"{'fruit', 'sugary'}"
4117_062015,"{'alcohol', 'grains'}"
4117_102015,"{'meats', 'fruit', 'alcohol', 'bags'}"
4117_112015,"{'fruit', 'others'}"
4117_122014,{'alcohol'}
4118_122015,"{'meats', 'vegetables'}"
4119_042015,"{'milk', 'other item'}"
4119_092015,"{'vegetables', 'milk'}"
4119_102014,"{'dairy', 'vegetables'}"
4119_122015,"{'energy drinks', 'fruit'}"
4120_012015,"{'meats', 'fruit', 'other item'}"
4120_032015,{'other item'}
4120_092014,"{'dairy', 'water'}"
4120_112015,"{'fruit', 'milk', 'chemistry products'}"
4121_012014,"{'milk', 'water'}"
4121_012015,"{'dairy', 'milk', 'bags'}"
4121_042014,"{'fruit', 'milk', 'sugary', 'vegetables'}"
4121_062014,"{'dairy', 'other foods'}"
4121_072014,"{'cosmetics', 'vegetables', 'alcohol'}"
4122_042015,"{'fruit', 'other item'}"
4122_052015,"{'meats', 'sugary'}"
4122_102014,"{'water', 'sugary', 'other foods'}"
4122_102015,{'milk'}
4123_072014,"{'water', 'sugary'}"
4123_122015,"{'meats', 'cosmetics'}"
4124_052014,"{'juice', 'energy drinks'}"
4124_052015,"{'alcohol', 'vegetables', 'milk'}"
4124_072014,"{'grains', 'others', 'other foods'}"
4124_082014,"{'meats', 'bags'}"
4124_092015,"{'meats', 'seasoning', 'bags'}"
4124_112014,{'grains'}
4124_122014,"{'meats', 'other item'}"
4125_032014,"{'grains', 'sugary', 'other item', 'fruit', 'milk'}"
4125_032015,"{'dairy', 'fruit'}"
4125_062015,"{'vegetables', 'milk'}"
4125_092014,"{'grains', 'pet care'}"
4126_042014,"{'vegetables', 'grains'}"
4126_062014,"{'fruit', 'sugary', 'other item'}"
4126_102014,"{'meats', 'energy drinks'}"
4127_032014,"{'milk', 'seasoning'}"
4127_102015,"{'dairy', 'sugary'}"
4127_112015,"{'dairy', 'alcohol', 'other foods'}"
4127_122015,"{'dairy', 'alcohol', 'seasoning'}"
4129_022014,"{'meats', 'dairy', 'grains', 'others'}"
4129_072015,"{'fruit', 'other foods'}"
4129_082015,"{'meats', 'grains'}"
4129_092015,"{'vegetables', 'milk'}"
4129_102014,"{'energy drinks', 'vegetables', 'grains', 'sugary', 'dairy', 'milk', 'bags'}"
4130_012014,"{'alcohol', 'vegetables', 'grains', 'others'}"
4130_032014,"{'grains', 'alcohol'}"
4130_042014,"{'energy drinks', 'dairy'}"
4130_052015,"{'other foods', 'other item'}"
4130_062015,"{'milk', 'fruit', 'vegetables', 'other item'}"
4130_102014,"{'dairy', 'fruit'}"
4131_022014,"{'vegetables', 'other item'}"
4131_032014,"{'others', 'bags'}"
4131_032015,"{'meats', 'cosmetics', 'milk', 'other item'}"
4131_082014,"{'fruit', 'vegetables'}"
4132_022014,"{'water', 'other foods', 'dairy', 'others', 'bags'}"
4132_042014,"{'meats', 'milk'}"
4132_092014,"{'vegetables', 'other foods'}"
4133_012015,"{'dairy', 'fruit'}"
4133_022014,"{'energy drinks', 'vegetables', 'grains', 'alcohol', 'dairy'}"
4133_042014,"{'alcohol', 'milk'}"
4133_072015,"{'vegetables', 'grains'}"
4133_082014,"{'seasoning', 'other foods'}"
4134_052015,"{'fruit', 'other foods'}"
4134_062015,"{'meats', 'fruit', 'milk', 'sugary'}"
4134_092014,"{'energy drinks', 'milk'}"
4134_112015,"{'alcohol', 'sugary'}"
4134_122014,"{'vegetables', 'grains', 'water', 'sugary'}"
4135_022014,"{'vegetables', 'seasoning'}"
4135_112014,"{'dairy', 'milk'}"
4136_022014,"{'meats', 'seasoning'}"
4136_032014,"{'vegetables', 'sugary'}"
4136_112015,"{'fruit', 'vegetables'}"
4137_062014,"{'meats', 'other foods'}"
4137_072014,"{'meats', 'vegetables', 'grains'}"
4137_072015,"{'vegetables', 'seasoning', 'meats', 'fruit', 'other drinks', 'bags'}"
4137_082014,"{'vegetables', 'grains', 'bags'}"
4137_092014,"{'vegetables', 'others'}"
4137_122014,"{'energy drinks', 'other foods', 'juice', 'other item', 'dairy', 'bags'}"
4137_122015,"{'meats', 'sugary'}"
4138_042015,"{'dairy', 'chemistry products'}"
4138_072014,"{'sugary', 'other foods'}"
4138_082014,"{'dairy', 'other item'}"
4138_102015,"{'vegetables', 'milk'}"
4138_122015,"{'meats', 'grains', 'others'}"
4139_032014,"{'fruit', 'water', 'other foods'}"
4139_112015,"{'energy drinks', 'other item'}"
4140_012014,{'grains'}
4140_022014,"{'dairy', 'cosmetics', 'others', 'milk'}"
4141_122015,"{'meats', 'grains', 'others'}"
4142_112015,"{'vegetables', 'other drinks'}"
4143_012014,"{'vegetables', 'grains'}"
4143_072014,{'seasoning'}
4144_012015,"{'others', 'milk'}"
4144_062015,"{'vegetables', 'grains'}"
4144_082014,"{'alcohol', 'milk'}"
4144_122014,"{'fruit', 'grains'}"
4145_022014,"{'sugary', 'bags'}"
4145_052014,"{'vegetables', 'grains'}"
4145_112015,"{'alcohol', 'other item'}"
4146_032014,"{'vegetables', 'sugary'}"
4146_042014,"{'vegetables', 'seasoning', 'other item'}"
4146_052014,"{'meats', 'grains'}"
4146_082014,"{'grains', 'milk'}"
4146_092015,"{'meats', 'grains', 'other item', 'other foods'}"
4146_112014,"{'vegetables', 'alcohol'}"
4147_022015,"{'fruit', 'alcohol', 'others', 'pet care'}"
4147_042015,"{'alcohol', 'others', 'other foods'}"
4147_082014,"{'milk', 'others'}"
4147_092015,"{'fruit', 'alcohol'}"
4148_062014,{'other foods'}
4148_072015,"{'meats', 'milk'}"
4148_092014,{'milk'}
4148_092015,"{'energy drinks', 'alcohol', 'other drinks', 'meats', 'others', 'milk'}"
4149_032015,"{'juice', 'grains'}"
4149_072015,"{'fruit', 'vegetables'}"
4149_112014,"{'meats', 'fruit', 'sugary'}"
4149_122014,"{'fruit', 'sugary'}"
4150_032014,"{'fruit', 'alcohol', 'seasoning'}"
4150_082014,"{'dairy', 'vegetables'}"
4150_082015,"{'grains', 'fruit', 'milk', 'sugary'}"
4151_022015,{'milk'}
4152_042015,"{'juice', 'meats', 'fruit', 'milk'}"
4152_052015,"{'alcohol', 'vegetables', 'grains'}"
4152_062015,"{'energy drinks', 'seasoning'}"
4152_072014,"{'meats', 'sugary', 'other item'}"
4152_122014,"{'meats', 'milk'}"
4153_022014,"{'grains', 'sugary', 'other foods', 'meats', 'milk'}"
4153_052015,"{'vegetables', 'grains', 'alcohol', 'meats', 'dairy'}"
4153_062015,"{'juice', 'house facilities'}"
4153_072014,"{'vegetables', 'water'}"
4153_072015,"{'water', 'other item'}"
4153_092014,"{'dairy', 'other foods', 'grains', 'other item'}"
4154_022015,"{'energy drinks', 'vegetables'}"
4154_052014,"{'grains', 'seasoning'}"
4154_072014,"{'meats', 'other foods'}"
4154_122014,"{'grains', 'other item'}"
4155_012015,"{'energy drinks', 'fruit', 'seasoning', 'other item'}"
4155_032014,"{'dairy', 'fruit', 'vegetables', 'other item'}"
4155_072014,"{'dairy', 'grains', 'water'}"
4155_092015,{'meats'}
4155_102014,"{'chemistry products', 'milk', 'other foods'}"
