invoice,itemDescription
4322_032014,"{'bottled water', 'misc. beverages'}"
4322_032015,"{'ice cream', 'dishes'}"
4322_072014,"{'coffee', 'misc. beverages'}"
4322_102015,"{'chocolate', 'brown bread'}"
4322_112015,"{'domestic eggs', 'yogurt', 'canned beer'}"
4323_032015,"{'frankfurter', 'brown bread', 'grapes'}"
4323_052015,"{'beef', 'whole milk'}"
4323_092014,"{'detergent', 'cocoa drinks'}"
4323_112015,"{'tropical fruit', 'sauces'}"
4323_122015,"{'domestic eggs', 'pot plants'}"
4324_012014,"{'chicken', 'misc. beverages'}"
4324_052015,"{'pastry', 'sausage', 'sweet spreads', 'whole milk', 'white wine', 'tropical fruit'}"
4324_092014,"{'bottled water', 'detergent'}"
4324_102014,"{'butter milk', 'napkins'}"
4325_032014,"{'specialty chocolate', 'ice cream'}"
4325_072014,"{'chocolate', 'coffee'}"
4325_102015,"{'yogurt', 'beef'}"
4325_112014,"{'brown bread', 'pip fruit', 'oil'}"
4326_012015,"{'whole milk', 'beef'}"
4326_022015,"{'tropical fruit', 'sweet spreads'}"
4326_062015,"{'shopping bags', 'liquor', 'packaged fruit/vegetables'}"
4326_092015,"{'pork', 'rolls/buns', 'root vegetables'}"
4326_112015,"{'soda', 'yogurt'}"
4327_042015,"{'citrus fruit', 'jam'}"
4327_052014,"{'coffee', 'frozen vegetables', 'soda'}"
4328_042015,"{'abrasive cleaner', 'pork', 'beef', 'pasta', 'shopping bags', 'salty snack'}"
4328_072015,"{'tropical fruit', 'curd', 'citrus fruit', 'beef'}"
4328_082015,"{'yogurt', 'tropical fruit'}"
4329_012014,"{'bottled water', 'candles', 'pastry'}"
4329_062014,"{'butter milk', 'dishes'}"
4329_102014,"{'dessert', 'tropical fruit'}"
4330_032014,"{'whole milk', 'beef'}"
4330_052014,"{'domestic eggs', 'beef'}"
4330_062015,"{'finished products', 'baking powder', 'whole milk'}"
4330_072014,"{'fruit/vegetable juice', 'mustard'}"
4330_082015,"{'pork', 'misc. beverages', 'semi-finished bread', 'sparkling wine', 'whipped/sour cream', 'domestic eggs'}"
4330_092014,"{'whipped/sour cream', 'yogurt', 'other vegetables'}"
4331_052014,"{'coffee', 'margarine'}"
4331_082014,"{'coffee', 'other vegetables'}"
4331_102015,"{'sausage', 'sugar'}"
4332_102015,"{'domestic eggs', 'bottled beer'}"
4332_112015,"{'processed cheese', 'pork'}"
4333_012015,"{'misc. beverages', 'soft cheese'}"
4334_012014,"{'bottled beer', 'whole milk'}"
4334_032014,"{'bottled water', 'pickled vegetables', 'margarine', 'domestic eggs'}"
4334_042015,"{'fruit/vegetable juice', 'candy'}"
4334_102015,"{'fruit/vegetable juice', 'berries'}"
4334_122015,"{'frankfurter', 'other vegetables', 'citrus fruit', 'condensed milk'}"
4335_012014,"{'canned beer', 'whole milk'}"
4335_052015,"{'frozen vegetables', 'whole milk', 'tidbits', 'other vegetables', 'pot plants'}"
4335_062014,"{'fruit/vegetable juice', 'pickled vegetables'}"
4335_072014,"{'margarine', 'rolls/buns'}"
4335_102015,"{'shopping bags', 'other vegetables', 'sausage', 'napkins'}"
4335_122015,"{'bottled water', 'citrus fruit'}"
4336_042015,"{'whipped/sour cream', 'whole milk', 'newspapers'}"
4336_092015,"{'prosecco', 'beverages'}"
4336_102015,"{'soda', 'beef', 'sausage', 'snack products', 'rolls/buns', 'pot plants'}"
4336_112014,"{'chocolate', 'root vegetables'}"
4336_122014,"{'brown bread', 'newspapers'}"
4337_042014,"{'coffee', 'shopping bags', 'specialty bar', 'root vegetables'}"
4337_082014,"{'cream cheese ', 'sausage'}"
4337_102015,"{'tropical fruit', 'napkins'}"
4338_012015,"{'pip fruit', 'cream cheese '}"
4338_032015,"{'pickled vegetables', 'ham'}"
4338_042014,"{'rice', 'pudding powder', 'dessert', 'tropical fruit'}"
4338_062015,"{'frankfurter', 'onions', 'rolls/buns', 'whole milk', 'white bread', 'other vegetables'}"
4338_072014,"{'salty snack', 'frozen dessert', 'semi-finished bread', 'waffles'}"
4338_082015,"{'flour', 'ham', 'tropical fruit', 'beverages'}"
4338_092014,"{'salty snack', 'pip fruit'}"
4338_102014,"{'candy', 'pip fruit'}"
4338_112015,"{'pip fruit', 'napkins'}"
4339_032014,"{'chocolate marshmallow', 'berries'}"
4339_102014,"{'meat spreads', 'mayonnaise'}"
4339_112014,"{'domestic eggs', 'whole milk'}"
4340_012015,"{'soda', 'whole milk'}"
4340_062014,"{'chocolate', 'bottled beer'}"
4340_062015,"{'pork', 'frozen fish'}"
4340_082014,"{'skin care', 'other vegetables'}"
4340_102014,"{'berries', 'soft cheese'}"
4340_122015,"{'butter milk', 'pot plants', 'candles'}"
4341_032014,"{'other vegetables', 'rolls/buns'}"
4341_102014,"{'whipped/sour cream', 'coffee', 'shopping bags'}"
4341_122014,"{'chocolate marshmallow', 'other vegetables'}"
4342_012014,"{'ham', 'whole milk'}"
4342_032015,"{'rolls/buns', 'whole milk'}"
4342_042014,{'whole milk'}
4342_052014,"{'whipped/sour cream', 'pip fruit'}"
4342_102014,"{'whipped/sour cream', 'other vegetables'}"
4343_042014,"{'soap', 'rolls/buns', 'pastry', 'specialty cheese'}"
4343_122015,"{'brown bread', 'rolls/buns', 'frozen vegetables'}"
4344_012015,"{'soda', 'long life bakery product', 'sausage', 'frozen meals'}"
4344_062015,"{'domestic eggs', 'specialty bar', 'citrus fruit'}"
4344_102014,"{'softener', 'margarine'}"
4345_012015,"{'pip fruit', 'rolls/buns'}"
4345_032014,"{'roll products ', 'beef'}"
4345_072014,"{'shopping bags', 'citrus fruit'}"
4347_072015,"{'pork', 'root vegetables'}"
4347_092014,"{'margarine', 'citrus fruit'}"
4348_022015,{'beverages'}
4348_042014,"{'whipped/sour cream', 'rolls/buns'}"
4348_062014,"{'citrus fruit', 'whole milk'}"
4348_112014,"{'white bread', 'salty snack'}"
4348_112015,"{'rolls/buns', 'curd cheese', 'tropical fruit', 'beverages'}"
4349_012014,"{'rolls/buns', 'hamburger meat'}"
4349_032015,{'citrus fruit'}
4349_112014,"{'soda', 'pickled vegetables', 'brown bread', 'cream cheese '}"
4351_012015,"{'house keeping products', 'tropical fruit', 'bottled beer', 'whole milk'}"
4351_082015,"{'cooking chocolate', 'cleaner', 'red/blush wine', 'other vegetables', 'pot plants', 'prosecco'}"
4351_112014,"{'rolls/buns', 'waffles'}"
4352_042015,"{'frankfurter', 'soda', 'yogurt', 'sausage', 'coffee'}"
4352_072015,"{'dessert', 'pork', 'margarine', 'frozen meals'}"
4352_112015,"{'sausage', 'dog food'}"
4352_122015,"{'chocolate', 'other vegetables'}"
4353_022014,"{'root vegetables', 'rolls/buns'}"
4353_052015,"{'bottled beer', 'hamburger meat'}"
4353_082015,"{'hard cheese', 'chicken', 'cream cheese ', 'fish', 'other vegetables', 'UHT-milk'}"
4353_092014,"{'bottled beer', 'newspapers'}"
4353_122014,"{'coffee', 'tropical fruit'}"
4353_122015,"{'ham', 'canned vegetables'}"
4354_012015,"{'oil', 'beverages'}"
4354_072014,"{'soda', 'grapes'}"
4355_012014,"{'pip fruit', 'whole milk'}"
4355_032015,"{'canned beer', 'misc. beverages', 'long life bakery product'}"
4355_102014,"{'pip fruit', 'pet care'}"
4355_112015,{'bottled beer'}
4356_012015,"{'whole milk', 'butter', 'tropical fruit', 'napkins'}"
4356_062014,"{'coffee', 'root vegetables'}"
4356_092014,"{'soda', 'butter milk', 'tropical fruit'}"
4357_042015,"{'chicken', 'canned beer', 'pip fruit', 'sausage'}"
4357_072014,"{'whipped/sour cream', 'whole milk'}"
4357_102015,"{'processed cheese', 'house keeping products', 'brown bread'}"
4358_062015,"{'beef', 'pasta'}"
4358_112014,"{'coffee', 'tropical fruit'}"
4358_112015,"{'turkey', 'chewing gum'}"
4359_022014,"{'butter milk', 'rolls/buns'}"
4359_032014,"{'fruit/vegetable juice', 'cling film/bags', 'citrus fruit'}"
4359_092015,"{'onions', 'dessert', 'berries', 'newspapers'}"
4360_022015,"{'coffee', 'frozen vegetables'}"
4360_092014,"{'chocolate', 'margarine'}"
4360_122014,"{'domestic eggs', 'citrus fruit'}"
4361_012015,"{'other vegetables', 'rolls/buns'}"
4361_022015,"{'domestic eggs', 'bottled water'}"
4361_052015,"{'chicken', 'hamburger meat'}"
4361_072014,"{'citrus fruit', 'root vegetables'}"
4362_012014,"{'yogurt', 'curd', 'rolls/buns', 'fruit/vegetable juice', 'domestic eggs', 'chewing gum'}"
4362_022015,"{'chicken', 'sugar'}"
4362_062014,"{'whipped/sour cream', 'seasonal products'}"
4362_082015,"{'curd', 'ham'}"
4362_112015,"{'frozen vegetables', 'berries'}"
4363_012015,"{'soda', 'whole milk'}"
4363_052014,"{'coffee', 'hygiene articles'}"
4363_122014,"{'frozen vegetables', 'long life bakery product'}"
4364_012014,"{'brown bread', 'turkey', 'yogurt'}"
4364_012015,"{'flour', 'dessert'}"
4364_042014,"{'coffee', 'cream cheese ', 'frozen vegetables', 'sugar'}"
4364_052015,"{'chicken', 'pickled vegetables', 'butter', 'sausage'}"
4364_072014,"{'rolls/buns', 'whole milk'}"
4364_092014,"{'coffee', 'baking powder'}"
4364_122015,"{'fruit/vegetable juice', 'other vegetables', 'mayonnaise'}"
4365_012014,"{'other vegetables', 'UHT-milk'}"
4365_022015,{'whole milk'}
4366_082015,"{'soda', 'semi-finished bread'}"
4367_032014,"{'shopping bags', 'white wine'}"
4367_072014,"{'domestic eggs', 'curd', 'frozen vegetables'}"
4367_082014,"{'shopping bags', 'rolls/buns'}"
4367_092014,"{'shopping bags', 'root vegetables'}"
4367_112015,"{'fruit/vegetable juice', 'whole milk', 'sugar'}"
4368_012015,"{'frankfurter', 'bottled water'}"
4368_022014,"{'salty snack', 'whole milk'}"
4368_052014,"{'coffee', 'yogurt'}"
4368_122015,"{'cream cheese ', 'sausage'}"
4369_012015,"{'soda', 'yogurt'}"
4369_052014,"{'butter milk', 'red/blush wine'}"
4369_082015,"{'onions', 'whole milk', 'beverages'}"
4369_102014,"{'whole milk', 'butter', 'frozen dessert'}"
4370_052014,"{'yogurt', 'curd', 'pastry'}"
4370_062014,"{'yogurt', 'sausage'}"
4370_122014,"{'domestic eggs', 'other vegetables', 'long life bakery product'}"
4371_022014,"{'chocolate', 'domestic eggs'}"
4371_032014,"{'specialty chocolate', 'canned beer', 'baking powder'}"
4371_052014,"{'butter', 'frozen vegetables'}"
4371_062015,"{'finished products', 'bottled beer'}"
4372_012014,"{'brown bread', 'pastry'}"
4372_042014,"{'domestic eggs', 'whole milk', 'pasta'}"
4372_072015,"{'pork', 'margarine', 'root vegetables', 'pip fruit', 'meat', 'other vegetables'}"
4372_112014,"{'dessert', 'whole milk', 'waffles'}"
4373_052014,"{'bottled water', 'nut snack'}"
4373_072014,"{'house keeping products', 'pork'}"
4373_122015,"{'seasonal products', 'rolls/buns', 'beef'}"
4374_082014,"{'cream', 'newspapers'}"
4374_092014,"{'fruit/vegetable juice', 'hamburger meat'}"
4375_012014,"{'chicken', 'butter', 'waffles', 'domestic eggs'}"
4375_042015,"{'soda', 'canned beer', 'tropical fruit'}"
4375_052015,"{'domestic eggs', 'sausage', 'sugar'}"
4375_102014,"{'female sanitary products', 'frozen fish'}"
4376_012014,"{'pork', 'cereals'}"
4376_022014,"{'butter', 'other vegetables', 'rolls/buns'}"
4376_052014,"{'fruit/vegetable juice', 'hygiene articles', 'whipped/sour cream'}"
4376_072014,"{'soda', 'yogurt', 'rolls/buns', 'domestic eggs', 'other vegetables'}"
4376_072015,"{'soda', 'red/blush wine', 'chicken', 'rolls/buns', 'whole milk', 'jam'}"
4376_092014,"{'salty snack', 'brown bread', 'dog food'}"
4376_112015,"{'pork', 'root vegetables'}"
4377_022015,"{'soda', 'butter milk', 'sweet spreads', 'berries', 'pip fruit', 'whole milk', 'fruit/vegetable juice', 'other vegetables'}"
4377_062014,"{'dish cleaner', 'sliced cheese', 'whole milk'}"
4378_042015,"{'frankfurter', 'rolls/buns'}"
4378_052014,"{'flour', 'vinegar'}"
4379_012015,"{'turkey', 'sugar'}"
4379_082014,"{'salty snack', 'rolls/buns'}"
4380_032015,"{'bottled beer', 'berries', 'root vegetables', 'rice', 'coffee'}"
4380_092014,"{'frozen fish', 'packaged fruit/vegetables'}"
4380_112014,"{'UHT-milk', 'soft cheese'}"
4380_122014,"{'red/blush wine', 'liquor'}"
4381_082014,"{'specialty chocolate', 'rolls/buns'}"
4381_082015,"{'chicken', 'onions'}"
4381_092015,"{'other vegetables', 'bathroom cleaner'}"
4382_012014,"{'fruit/vegetable juice', 'spices'}"
4382_112015,"{'beef', 'hamburger meat'}"
4383_022014,"{'ice cream', 'whole milk'}"
4383_032014,"{'whipped/sour cream', 'whole milk'}"
4384_052015,"{'sweet spreads', 'specialty chocolate', 'turkey', 'citrus fruit', 'oil', 'chicken', 'cream cheese ', 'whole milk'}"
4384_062014,"{'other vegetables', 'UHT-milk'}"
4384_092015,"{'citrus fruit', 'canned fish'}"
4384_102014,"{'whipped/sour cream', 'bottled water'}"
4385_052014,"{'bottled water', 'abrasive cleaner', 'meat'}"
4385_112015,"{'frankfurter', 'margarine'}"
4386_082015,"{'pip fruit', 'citrus fruit'}"
4387_022014,"{'soda', 'cream cheese ', 'frozen vegetables'}"
4387_062014,"{'white bread', 'curd cheese'}"
4387_072015,"{'brown bread', 'canned beer'}"
4387_082015,"{'grapes', 'whole milk'}"
4387_092015,"{'rolls/buns', 'whole milk'}"
4387_102014,"{'detergent', 'frozen dessert'}"
4387_102015,"{'baking powder', 'root vegetables'}"
4387_122014,"{'whipped/sour cream', 'coffee'}"
4388_022014,"{'UHT-milk', 'butter milk', 'tropical fruit'}"
4388_022015,"{'sauces', 'red/blush wine', 'cream cheese ', 'citrus fruit'}"
4388_032015,"{'tropical fruit', 'canned beer', 'sausage', 'newspapers'}"
4388_082014,"{'rolls/buns', 'frozen fish'}"
4389_042014,"{'fruit/vegetable juice', 'chicken', 'cake bar'}"
4389_042015,"{'whole milk', 'white wine'}"
4389_072014,"{'brown bread', 'long life bakery product'}"
4389_082015,"{'cake bar', 'pork'}"
4389_102014,"{'frankfurter', 'soda'}"
4389_102015,"{'shopping bags', 'detergent', 'tropical fruit', 'soft cheese'}"
4389_122015,"{'liquor', 'misc. beverages'}"
4390_012015,"{'coffee', 'whole milk', 'soft cheese'}"
4390_112014,"{'margarine', 'beverages'}"
4391_012014,"{'salty snack', 'canned fish'}"
4391_032015,"{'soda', 'hygiene articles', 'tropical fruit', 'hamburger meat'}"
4391_042014,"{'shopping bags', 'butter', 'meat spreads', 'citrus fruit'}"
4391_102014,"{'pork', 'napkins', 'UHT-milk', 'specialty cheese'}"
4392_012014,"{'pork', 'other vegetables'}"
4392_082015,"{'instant coffee', 'other vegetables', 'chewing gum', 'margarine'}"
4392_102014,"{'whipped/sour cream', 'specialty bar', 'packaged fruit/vegetables'}"
4392_112015,"{'shopping bags', 'ham', 'whole milk'}"
4393_052014,"{'coffee', 'whole milk'}"
4393_112015,"{'fruit/vegetable juice', 'herbs', 'dishes'}"
4394_022014,"{'other vegetables', 'berries'}"
4394_052014,"{'brown bread', 'pastry'}"
4394_072014,"{'pork', 'yogurt', 'cream cheese '}"
4394_112014,"{'detergent', 'curd'}"
4395_022015,"{'candy', 'ham'}"
4395_062015,"{'soda', 'ham', 'whole milk'}"
4395_082015,"{'misc. beverages', 'beef'}"
4396_032014,"{'shopping bags', 'roll products '}"
4396_122015,"{'beef', 'salt'}"
4397_032015,"{'yogurt', 'pastry'}"
4397_062015,"{'onions', 'yogurt', 'rolls/buns', 'whipped/sour cream', 'other vegetables'}"
4397_082014,"{'shopping bags', 'root vegetables'}"
4397_122014,"{'dessert', 'rolls/buns'}"
4398_082014,"{'onions', 'curd', 'canned beer', 'salty snack'}"
4398_082015,"{'soda', 'oil'}"
4398_092015,"{'other vegetables', 'salt'}"
4398_122014,"{'specialty chocolate', 'long life bakery product'}"
4400_012014,"{'shopping bags', 'butter milk', 'rolls/buns', 'pet care'}"
4400_112015,"{'whole milk', 'beverages'}"
4401_022014,"{'bottled beer', 'ice cream'}"
4401_032014,"{'bottled water', 'bottled beer', 'sausage'}"
4401_042014,"{'hygiene articles', 'butter'}"
4401_092014,"{'whipped/sour cream', 'bottled water'}"
4402_042014,"{'coffee', 'cream cheese '}"
4402_092014,"{'cleaner', 'meat', 'newspapers'}"
4403_042014,"{'dental care', 'tropical fruit'}"
4403_062014,"{'other vegetables', 'tropical fruit'}"
4403_082015,"{'canned beer', 'yogurt'}"
4403_092015,"{'frankfurter', 'other vegetables'}"
4403_112014,"{'butter', 'other vegetables', 'pastry'}"
4404_032014,"{'flower (seeds)', 'brown bread', 'other vegetables'}"
4404_042014,"{'cream cheese ', 'root vegetables'}"
4404_102014,"{'coffee', 'candy'}"
4405_062015,"{'soda', 'hygiene articles', 'whole milk', 'bottled water', 'other vegetables'}"
4405_072015,"{'frankfurter', 'soda', 'curd cheese', 'pastry', 'chocolate'}"
4406_012014,"{'pork', 'cream cheese '}"
4406_012015,"{'artif. sweetener', 'domestic eggs', 'whole milk'}"
4406_022014,"{'other vegetables', 'newspapers'}"
4406_032014,"{'canned beer', 'ice cream'}"
4406_052015,"{'tropical fruit', 'chewing gum'}"
4406_062014,"{'hard cheese', 'dessert'}"
4406_082014,"{'shopping bags', 'sugar'}"
4406_112014,"{'soda', 'pip fruit'}"
4407_022015,"{'domestic eggs', 'berries'}"
4407_062014,"{'misc. beverages', 'liquor (appetizer)'}"
4407_122014,"{'soda', 'bottled water'}"
4408_012014,"{'pip fruit', 'frozen fish'}"
4408_022014,"{'shopping bags', 'misc. beverages'}"
4408_032015,"{'white bread', 'cream cheese ', 'whole milk'}"
4408_042015,"{'pork', 'butter'}"
4409_012015,"{'whole milk', 'brown bread', 'ice cream', 'UHT-milk'}"
4409_062014,"{'kitchen towels', 'domestic eggs', 'bottled water'}"
4410_052014,"{'onions', 'candy', 'rolls/buns'}"
4410_052015,"{'hygiene articles', 'dessert'}"
4410_112014,"{'curd', 'bottled beer', 'whole milk', 'newspapers'}"
4410_122015,"{'salty snack', 'ice cream'}"
4411_042015,"{'soda', 'pip fruit', 'meat', 'beverages'}"
4411_072015,"{'curd', 'ham'}"
4412_032014,"{'UHT-milk', 'canned vegetables'}"
4412_042015,"{'frozen vegetables', 'sausage'}"
4412_072014,"{'curd', 'rolls/buns', 'frozen vegetables'}"
4412_092014,"{'shopping bags', 'specialty chocolate'}"
4412_112014,"{'root vegetables', 'napkins'}"
4412_122015,"{'sausage', 'napkins'}"
4413_032015,"{'bottled beer', 'beverages'}"
4413_072014,"{'nuts/prunes', 'margarine'}"
4413_112015,"{'spread cheese', 'pasta', 'hamburger meat'}"
4414_012015,"{'soda', 'newspapers'}"
4414_022014,"{'beef', 'rolls/buns'}"
4414_102014,"{'whipped/sour cream', 'bottled water', 'shopping bags'}"
4415_012015,"{'coffee', 'other vegetables'}"
4415_062014,"{'bottled beer', 'tropical fruit'}"
4415_072014,"{'whipped/sour cream', 'pip fruit'}"
4415_082014,"{'bottled water', 'other vegetables'}"
4416_022014,"{'yogurt', 'other vegetables', 'pastry'}"
4416_032014,"{'margarine', 'butter', 'whole milk', 'whipped/sour cream', 'candy'}"
4416_072014,"{'brown bread', 'newspapers'}"
4416_102015,"{'white bread', 'pastry'}"
4416_122015,"{'finished products', 'whole milk'}"
4417_012015,"{'sparkling wine', 'ham', 'tropical fruit', 'frozen meals'}"
4417_022015,"{'detergent', 'grapes', 'sugar', 'canned beer', 'frozen dessert'}"
4417_032015,"{'fruit/vegetable juice', 'chicken'}"
4417_052015,"{'tropical fruit', 'pip fruit', 'sausage'}"
4418_012015,"{'processed cheese', 'ham'}"
4418_022014,"{'nuts/prunes', 'long life bakery product'}"
4418_042015,"{'whipped/sour cream', 'rolls/buns'}"
4418_122014,"{'long life bakery product', 'whole milk'}"
4419_122015,"{'other vegetables', 'citrus fruit'}"
4420_022015,"{'red/blush wine', 'rolls/buns'}"
4420_092014,"{'bottled water', 'whole milk'}"
4420_102014,"{'coffee', 'frozen potato products'}"
4422_032014,"{'shopping bags', 'bottled water', 'curd', 'berries'}"
4422_102014,"{'bottled water', 'pip fruit'}"
4423_022014,"{'brown bread', 'pip fruit'}"
4424_082014,"{'herbs', 'margarine'}"
4424_082015,"{'red/blush wine', 'newspapers'}"
4424_102015,"{'hygiene articles', 'pork', 'beef', 'ketchup'}"
4425_102015,"{'butter milk', 'whole milk'}"
4426_012014,"{'pip fruit', 'berries'}"
4426_042014,"{'cake bar', 'ice cream', 'oil', 'whole milk'}"
4426_052014,"{'Instant food products', 'pip fruit', 'pastry'}"
4426_052015,"{'curd', 'tropical fruit'}"
4426_062015,"{'bottled beer', 'whole milk'}"
4426_102014,"{'coffee', 'UHT-milk'}"
4427_012015,"{'sausage', 'root vegetables', 'zwieback', 'white bread', 'tropical fruit', 'spread cheese'}"
4427_082014,"{'soda', 'bathroom cleaner'}"
4427_092014,"{'turkey', 'salt'}"
4427_122014,"{'frankfurter', 'pet care'}"
4428_062015,"{'sausage', 'sugar'}"
4428_082014,"{'coffee', 'other vegetables'}"
4428_082015,"{'pork', 'citrus fruit'}"
4429_072015,"{'grapes', 'pot plants', 'rolls/buns'}"
4430_022014,"{'pip fruit', 'rolls/buns', 'margarine'}"
4430_022015,"{'bottled beer', 'hamburger meat', 'curd', 'frozen meals', 'rolls/buns', 'other vegetables', 'tropical fruit'}"
4430_032014,"{'whipped/sour cream', 'sausage'}"
4430_052014,"{'cream cheese ', 'citrus fruit'}"
4431_032014,"{'salty snack', 'whole milk'}"
4431_082015,"{'soda', 'chicken', 'butter', 'whole milk'}"
4431_102014,"{'processed cheese', 'brown bread', 'rolls/buns'}"
4431_112015,"{'pastry', 'beverages'}"
4431_122014,"{'soda', 'whole milk'}"
4432_012014,"{'butter', 'root vegetables'}"
4432_042014,"{'tropical fruit', 'candy', 'salty snack', 'sausage'}"
4432_052015,"{'female sanitary products', 'whole milk'}"
4432_092015,"{'coffee', 'canned beer'}"
4433_022014,"{'grapes', 'whole milk'}"
4433_032015,"{'tea', 'sausage'}"
4433_052015,"{'yogurt', 'curd', 'cream cheese ', 'whole milk', 'waffles', 'fruit/vegetable juice', 'other vegetables'}"
4433_102014,"{'margarine', 'curd', 'hygiene articles', 'whole milk', 'bottled water'}"
4434_012014,"{'beverages', 'butter', 'brown bread', 'coffee', 'domestic eggs', 'chewing gum', 'napkins'}"
4434_022015,"{'other vegetables', 'rolls/buns'}"
4434_082014,"{'shopping bags', 'beef'}"
4434_092015,"{'mayonnaise', 'beef'}"
4434_112014,"{'chocolate', 'tropical fruit'}"
4435_012014,"{'flour', 'root vegetables'}"
4435_062014,"{'salty snack', 'bottled beer'}"
4435_102014,"{'white bread', 'domestic eggs', 'canned beer', 'newspapers'}"
4436_122015,"{'hygiene articles', 'other vegetables'}"
4437_032014,"{'whipped/sour cream', 'oil'}"
4437_042014,"{'specialty chocolate', 'beef'}"
4437_062015,"{'root vegetables', 'hamburger meat'}"
4437_072015,"{'pork', 'butter milk', 'pastry', 'butter', 'soft cheese', 'rolls/buns', 'chewing gum'}"
4437_092015,"{'pork', 'hard cheese'}"
4437_102015,"{'other vegetables', 'canned beer', 'hamburger meat', 'beverages'}"
4437_112014,"{'other vegetables', 'napkins'}"
4437_112015,"{'domestic eggs', 'frozen fish'}"
4439_012015,"{'butter', 'tropical fruit'}"
4439_032015,"{'artif. sweetener', 'turkey', 'ice cream', 'whole milk'}"
4439_082015,{'rolls/buns'}
4440_012014,"{'butter milk', 'newspapers'}"
4440_012015,"{'sparkling wine', 'root vegetables'}"
4440_092015,"{'fruit/vegetable juice', 'rolls/buns'}"
4440_102014,"{'whipped/sour cream', 'yogurt'}"
4440_112015,"{'chicken', 'root vegetables'}"
4440_122014,"{'other vegetables', 'newspapers'}"
4441_022014,"{'butter', 'bottled beer'}"
4441_022015,"{'soda', 'curd'}"
4441_052015,"{'grapes', 'soda'}"
4441_062015,"{'packaged fruit/vegetables', 'dishes'}"
4441_092015,"{'bottled beer', 'citrus fruit', 'hygiene articles', 'rolls/buns', 'softener'}"
4441_122014,"{'fruit/vegetable juice', 'waffles', 'newspapers'}"
4442_032014,"{'processed cheese', 'pork'}"
4442_052014,"{'citrus fruit', 'baking powder'}"
4442_082014,"{'margarine', 'pastry', 'pet care'}"
4442_102015,"{'specialty bar', 'berries', 'whole milk', 'fruit/vegetable juice', 'other vegetables'}"
4442_112015,"{'whipped/sour cream', 'whole milk'}"
4443_012014,"{'other vegetables', 'whole milk'}"
4443_102014,"{'dishes', 'frozen meals', 'brown bread', 'whole milk', 'other vegetables'}"
4444_042014,"{'pastry', 'other vegetables', 'long life bakery product'}"
4444_062015,"{'soda', 'fruit/vegetable juice', 'root vegetables'}"
4444_072015,"{'UHT-milk', 'onions', 'rolls/buns', 'sausage'}"
4444_082014,"{'curd', 'pasta', 'frozen meals'}"
4444_092014,"{'bottled water', 'canned beer'}"
4445_012015,"{'other vegetables', 'berries'}"
4445_042014,"{'long life bakery product', 'light bulbs', 'rolls/buns'}"
4445_042015,"{'flour', 'canned beer'}"
4445_052014,"{'domestic eggs', 'flower (seeds)'}"
4445_052015,"{'chocolate', 'rolls/buns', 'sausage', 'frozen fish'}"
4445_072014,"{'yogurt', 'whole milk'}"
4447_012015,"{'butter', 'rolls/buns'}"
4448_022014,"{'fruit/vegetable juice', 'other vegetables'}"
4448_062015,"{'frankfurter', 'tropical fruit'}"
4448_102014,"{'herbs', 'butter', 'grapes'}"
4448_112014,"{'herbs', 'curd', 'citrus fruit', 'whole milk', 'UHT-milk'}"
4449_032015,"{'frankfurter', 'citrus fruit', 'fruit/vegetable juice', 'coffee', 'candy', 'UHT-milk'}"
4449_092014,"{'brown bread', 'root vegetables'}"
4449_112014,"{'salty snack', 'curd'}"
4450_012014,"{'beef', 'condensed milk'}"
4450_072015,"{'pastry', 'UHT-milk', 'condensed milk'}"
4450_102014,"{'bottled beer', 'rolls/buns'}"
4451_112014,"{'fruit/vegetable juice', 'cream cheese '}"
4452_062015,"{'pork', 'pastry'}"
4452_112015,"{'pork', 'other vegetables'}"
4453_012014,"{'oil', 'rolls/buns', 'hamburger meat'}"
4453_022015,"{'specialty vegetables', 'frozen vegetables', 'sausage'}"
4453_032014,"{'pip fruit', 'whole milk', 'napkins'}"
4453_052015,"{'pork', 'brown bread'}"
4453_072014,{'whole milk'}
4453_072015,"{'soda', 'chicken'}"
4453_082015,{'yogurt'}
4454_122015,"{'bottled water', 'oil'}"
4455_042015,"{'soda', 'citrus fruit'}"
4455_062014,"{'canned fish', 'root vegetables'}"
4455_062015,"{'turkey', 'whole milk'}"
4455_082014,"{'soda', 'root vegetables'}"
4455_092014,"{'margarine', 'rolls/buns'}"
4455_092015,"{'shopping bags', 'soda'}"
4455_102015,"{'yogurt', 'curd'}"
4455_122015,"{'Instant food products', 'sausage'}"
4456_012014,"{'soda', 'specialty bar'}"
4456_032015,"{'cling film/bags', 'bottled beer', 'dessert'}"
4456_042015,"{'soda', 'other vegetables', 'dishes'}"
4456_052015,"{'onions', 'margarine', 'whole milk', 'bottled water', 'other vegetables'}"
4456_082015,"{'coffee', 'bottled water', 'cream cheese ', 'sugar'}"
4457_032015,"{'margarine', 'packaged fruit/vegetables', 'pasta', 'ice cream', 'pip fruit', 'rolls/buns', 'fruit/vegetable juice'}"
4457_062014,"{'pork', 'cereals'}"
4458_012014,"{'pip fruit', 'spread cheese'}"
4458_032014,"{'seasonal products', 'specialty chocolate', 'white bread', 'soda'}"
4459_042015,"{'soda', 'tropical fruit', 'frozen meals'}"
4459_082015,"{'white bread', 'sausage', 'hamburger meat'}"
4459_112014,"{'rolls/buns', 'whole milk'}"
